dist_code,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport
21_5,2023-03-01,1453,329,25,72,1336,103,90,75,275,1595,237,46,1751,128,1528,351
22_1,2023-03-01,3352,740,175,247,2908,721,302,270,315,3385,995,134,4164,352,3912,604
19_4,2023-03-01,1154,243,4,4,1105,61,56,34,149,1282,108,15,1348,57,1202,203
18_1,2023-03-01,3044,444,316,42,2791,624,136,99,196,3032,722,92,3582,264,3526,320
17_1,2023-03-01,1455,280,48,97,1255,277,112,75,161,1451,402,27,1758,122,1615,265
17_2,2023-03-01,5295,1004,491,679,4279,1677,667,124,724,4883,2248,322,6648,823,6110,1361
15_2,2023-03-01,20794,2944,2144,302,17079,6724,31,23,2327,18622,6427,1051,22864,3320,23896,2288
16_1,2023-03-01,24112,2169,2606,1848,21501,5792,1684,0,1758,22493,7139,1093,26285,4450,27421,3314
14_4,2023-03-01,996,286,20,67,884,137,75,106,167,1123,219,27,1300,69,1129,240
20_3,2023-03-01,886,183,71,12,828,146,17,54,107,966,167,19,1060,92,1030,122
23_3,2023-03-01,1659,472,39,97,1413,289,95,182,288,1829,391,47,2107,160,1889,378
18_2,2023-03-01,1767,239,32,28,1532,251,65,58,160,1680,344,42,1954,112,1845,221
