dist_code,month,sector,investment in cr,number_of_employees
15_1,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,20
17_2,01-10-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.88,24
17_2,01-10-2020,Food Processing,4.7,33
23_3,01-10-2020,Wood and Leather,0.15,12
23_3,01-10-2020,Pharmaceuticals and Chemicals,0.8,5
23_3,01-10-2020,Food Processing,0.6519,13
23_3,01-10-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.68,20
17_2,01-10-2020,Pharmaceuticals and Chemicals,0.0001,0
17_2,01-10-2020,R&D,2.7,180
15_2,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.2,54
20_4,01-10-2020,Food Processing,1.926,60
19_2,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,21
22_1,01-10-2020,Granite and Stone Crushing,0.7204,4
19_1,01-10-2020,Food Processing,0.543,26
22_1,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0653,42
22_1,01-10-2020,Engineering,0.025,2
21_2,01-10-2020,Food Processing,9.0274,127
22_1,01-10-2020,Textiles,1.74,40
22_1,01-10-2020,Wood and Leather,0.03,4
17_1,01-10-2020,Food Processing,6.6799,115
17_1,01-10-2020,Others,0.5,10
17_1,01-10-2020,Plastic and Rubber,1.45,15
16_1,01-10-2020,Agro based incl Cold Storages,0.115,5
21_7,01-10-2020,Food Processing,0.728,14
21_7,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,8
17_1,01-10-2020,Textiles,21.7724,200
21_2,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.509,33
21_2,01-10-2020,Beverages,0.05,2
19_1,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,8
15_3,01-10-2020,Plastic and Rubber,0.615,22
19_1,01-10-2020,Beverages,0.06,3
22_1,01-10-2020,Agro based incl Cold Storages,3.3965,37
20_1,01-10-2020,Granite and Stone Crushing,5.056,77
14_2,01-10-2020,Others,0.9591,10
18_2,01-10-2020,Agro based incl Cold Storages,0.17,8
14_2,01-10-2020,Food Processing,0.0052,20
23_1,01-10-2020,Engineering,0.24,50
23_1,01-10-2020,Food Processing,14.896,38
18_2,01-10-2020,Food Processing,3.185,42
19_4,01-10-2020,Textiles,0.415,25
23_1,01-10-2020,Plastic and Rubber,0.2184,5
20_3,01-10-2020,Food Processing,4.011,51
19_4,01-10-2020,Others,0.11,5
19_4,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.675,31
20_3,01-10-2020,Engineering,0.12,6
20_3,01-10-2020,Agro based incl Cold Storages,0.4537,16
21_2,01-10-2020,Granite and Stone Crushing,0.19,4
22_1,01-10-2020,Beverages,0.025,2
15_3,01-10-2020,Granite and Stone Crushing,0.6974,26
15_3,01-10-2020,Textiles,12.6962,181
18_1,01-10-2020,Food Processing,2.0285,47
22_2,01-10-2020,Agro based incl Cold Storages,0.3,7
18_1,01-10-2020,Wood and Leather,0.0953,5
19_3,01-10-2020,Food Processing,0.19,2
19_3,01-10-2020,Engineering,0.09,6
19_3,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.93,34
14_1,01-10-2020,Engineering,10.4324,148
14_1,01-10-2020,Food Processing,0.48,10
19_2,01-10-2020,Granite and Stone Crushing,0.23,20
19_2,01-10-2020,Engineering,0.2,12
23_2,01-10-2020,Agro based incl Cold Storages,0.25,6
20_1,01-10-2020,Food Processing,0.9319,46
23_2,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.495,8
23_2,01-10-2020,Engineering,1.792,25
23_2,01-10-2020,Granite and Stone Crushing,3.2,9
19_2,01-10-2020,Food Processing,6.7464,54
22_2,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,2
19_3,01-10-2020,Granite and Stone Crushing,0.25,15
20_1,01-10-2020,Engineering,1.27,58
18_1,01-10-2020,Engineering,0.9126,19
18_1,01-10-2020,Agro based incl Cold Storages,0.3,4
15_3,01-10-2020,Food Processing,0.148,11
21_2,01-10-2020,Engineering,0.16,7
21_2,01-10-2020,Agro based incl Cold Storages,0.475,18
14_4,01-10-2020,Food Processing,0.01,10
22_2,01-10-2020,Granite and Stone Crushing,0.96,10
14_1,01-10-2020,Plastic and Rubber,9.0425,37
22_2,01-10-2020,Food Processing,3,20
14_4,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,20
22_2,01-10-2020,Engineering,0.29,4
20_1,01-10-2020,Agro based incl Cold Storages,0.955,38
20_1,01-10-2020,Beverages,0.1172,6
20_1,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9825,63
21_2,01-10-2020,Textiles,0.95,20
19_1,01-11-2020,Engineering,0.03,3
22_1,01-11-2020,Food Processing,2.573,16
19_1,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,8
19_1,01-11-2020,Agro based incl Cold Storages,0.11,3
22_1,01-11-2020,Engineering,0.049,1
22_1,01-11-2020,Granite and Stone Crushing,3.1042,37
19_3,01-11-2020,Solar and Other Renewable Energy,158.0077,28
19_1,01-11-2020,Textiles,0.2,30
21_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7642,25
21_6,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,10
19_3,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.472,56
22_2,01-11-2020,Agro based incl Cold Storages,0.47,13
22_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.55,20
19_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5775,28
19_2,01-11-2020,Beverages,0.385,12
19_2,01-11-2020,Agro based incl Cold Storages,5.5392,19
22_2,01-11-2020,Food Processing,0.04,2
22_2,01-11-2020,Others,0.24,20
22_2,01-11-2020,Paper and Printing,0.2735,8
21_2,01-11-2020,Solar and Other Renewable Energy,113.3637,29
19_3,01-11-2020,Food Processing,1.3677,26
21_3,01-11-2020,Wood and Leather,0.039,1
21_2,01-11-2020,Pharmaceuticals and Chemicals,0.22,8
22_1,01-11-2020,Pharmaceuticals and Chemicals,0.41,10
21_2,01-11-2020,Paper and Printing,0.1,2
21_2,01-11-2020,Granite and Stone Crushing,1.2,20
23_3,01-11-2020,Food Processing,5.8908,66
23_3,01-11-2020,Engineering,5.3447,31
23_3,01-11-2020,Agro based incl Cold Storages,2,20
21_2,01-11-2020,Food Processing,6.3798,161
21_2,01-11-2020,Engineering,0.527,16
21_2,01-11-2020,Plastic and Rubber,0.35,3
21_3,01-11-2020,Food Processing,3.9275,94
18_2,01-11-2020,Solar and Other Renewable Energy,764.4913,120
22_1,01-11-2020,Beverages,0.136,8
21_3,01-11-2020,Engineering,0.1582,3
21_3,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
21_3,01-11-2020,Agro based incl Cold Storages,0.18,7
20_3,01-11-2020,Agro based incl Cold Storages,0.5805,24
21_7,01-11-2020,Food Processing,5.9831,50
21_7,01-11-2020,Agro based incl Cold Storages,0.15,0
20_4,01-11-2020,Agro based incl Cold Storages,0.4,10
20_1,01-11-2020,Agro based incl Cold Storages,0.7525,22
20_1,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.635,28
20_1,01-11-2020,Engineering,0.2385,11
20_1,01-11-2020,Food Processing,0.6909,19
20_1,01-11-2020,Granite and Stone Crushing,8.4605,138
20_1,01-11-2020,Others,0.1075,6
20_1,01-11-2020,Wood and Leather,0.325,14
20_4,01-11-2020,Others,2.79,60
18_1,01-11-2020,Wood and Leather,0.89,5
18_1,01-11-2020,Granite and Stone Crushing,0.1,5
18_1,01-11-2020,Food Processing,0.9526,18
18_1,01-11-2020,Engineering,0.1756,7
20_4,01-11-2020,Granite and Stone Crushing,0.2425,10
20_4,01-11-2020,Food Processing,0.4,8
18_1,01-11-2020,Beverages,0.05,2
18_1,01-11-2020,Agro based incl Cold Storages,0.2561,7
23_2,01-11-2020,Automobile,0.21,10
23_2,01-11-2020,Engineering,0.3093,10
23_2,01-11-2020,Granite and Stone Crushing,2.295,35
21_6,01-11-2020,Food Processing,0.2,8
20_3,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4225,16
22_1,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0101,39
20_3,01-11-2020,Engineering,0.1175,8
20_3,01-11-2020,Granite and Stone Crushing,0.2475,12
22_1,01-11-2020,Agro based incl Cold Storages,2.2823,35
17_3,01-11-2020,Agro based incl Cold Storages,1.115,35
17_3,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.185,8
17_3,01-11-2020,Food Processing,46.2318,255
21_2,01-11-2020,Agro based incl Cold Storages,1.12,27
19_4,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.46,26
19_4,01-11-2020,Food Processing,0.11,9
20_2,01-11-2020,Wood and Leather,0.261,8
18_2,01-11-2020,Food Processing,0.9464,11
18_2,01-11-2020,Agro based incl Cold Storages,0.325,11
17_3,01-11-2020,Plastic and Rubber,0.1,0
23_1,01-11-2020,Agro based incl Cold Storages,0.3682,5
23_1,01-11-2020,Food Processing,2.61,62
20_2,01-11-2020,Paper and Printing,0.05,4
20_2,01-11-2020,Engineering,0.22,10
20_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2775,16
20_2,01-11-2020,Beverages,0.302,8
20_2,01-11-2020,Agro based incl Cold Storages,0.5695,14
21_5,01-11-2020,Agro based incl Cold Storages,0.151,13
21_5,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
21_5,01-11-2020,Engineering,0.04,2
21_5,01-11-2020,Food Processing,2.05,24
21_5,01-11-2020,Granite and Stone Crushing,0.0783,5
21_5,01-11-2020,Textiles,0.046,5
21_5,01-11-2020,Wood and Leather,0.081,8
20_3,01-11-2020,Wood and Leather,0.2425,10
20_3,01-11-2020,Textiles,1.46,64
20_3,01-11-2020,Food Processing,0.71,30
20_4,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,8
19_2,01-11-2020,Food Processing,0.13,9
17_2,01-11-2020,Food Processing,5.12,58
15_1,01-11-2020,Wood and Leather,0.2,5
15_2,01-11-2020,Electrical and Electronic Products,2.7968,49
15_3,01-11-2020,Granite and Stone Crushing,1.139,24
15_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.13,39
15_2,01-11-2020,Agro based incl Cold Storages,0.35,18
14_4,01-11-2020,Food Processing,0,20
14_4,01-11-2020,Solar and Other Renewable Energy,118.286,18
17_2,01-11-2020,Paper and Printing,12.323,45
17_2,01-11-2020,Pharmaceuticals and Chemicals,144.0332,225
17_2,01-11-2020,Plastic and Rubber,240,700
15_2,01-11-2020,Pharmaceuticals and Chemicals,8.601,1133
15_2,01-11-2020,Plastic and Rubber,1.205,43
15_3,01-11-2020,Food Processing,0.4527,14
15_2,01-11-2020,R&D,0.251,5
15_3,01-11-2020,Engineering,8.2474,20
15_3,01-11-2020,Agro based incl Cold Storages,0.134,3
17_2,01-11-2020,R&D,5,200
17_2,01-11-2020,Textiles,0.25,5
17_2,01-11-2020,Wood and Leather,0.25,15
14_3,01-11-2020,Plastic and Rubber,0.2635,5
17_2,01-11-2020,Engineering,0.9513,20
14_3,01-11-2020,Food Processing,1.4443,18
14_1,01-11-2020,Agro based incl Cold Storages,0.2,100
14_5,01-11-2020,Food Processing,0.0034,24
15_1,01-11-2020,Agro based incl Cold Storages,1.5531,50
15_2,01-11-2020,Food Processing,6.1902,231
14_1,01-11-2020,Solar and Other Renewable Energy,595.802,40
14_1,01-11-2020,Pharmaceuticals and Chemicals,3.9681,150
17_1,01-11-2020,Solar and Other Renewable Energy,250.552,40
14_3,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
17_2,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.78,15
17_1,01-11-2020,Engineering,2.5947,60
17_1,01-11-2020,Food Processing,0.2,9
15_2,01-11-2020,Paper and Printing,5.23,166
15_3,01-11-2020,Textiles,0.32,0
15_2,01-11-2020,Engineering,10.4487,128
15_1,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.71,101
15_1,01-11-2020,Engineering,5.71,74
15_1,01-11-2020,Food Processing,1,14
15_1,01-11-2020,Granite and Stone Crushing,0.48,40
15_1,01-11-2020,Pharmaceuticals and Chemicals,0.24,30
15_1,01-11-2020,Plastic and Rubber,1.1205,3
17_1,01-11-2020,Beverages,67.5827,125
21_2,01-12-2020,Granite and Stone Crushing,6.1922,33
21_2,01-12-2020,Paper and Printing,0.25,0
21_2,01-12-2020,Food Processing,1.08,16
21_2,01-12-2020,Plastic and Rubber,0.25,4
21_3,01-12-2020,Beverages,0.037,1
17_2,01-12-2020,Paper and Printing,0.95,20
21_2,01-12-2020,Wood and Leather,0.14,6
19_2,01-12-2020,Granite and Stone Crushing,0.23,20
21_6,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,6
15_1,01-12-2020,Food Processing,4.41,200
15_1,01-12-2020,Engineering,2.1621,36
15_1,01-12-2020,Electrical and Electronic Products,4.3867,100
15_1,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.38,64
23_3,01-12-2020,Granite and Stone Crushing,0.8736,10
18_2,01-12-2020,Food Processing,0.0112,1
23_1,01-12-2020,Agro based incl Cold Storages,0.44,10
18_2,01-12-2020,Agro based incl Cold Storages,0.12,2
23_1,01-12-2020,Food Processing,2.53,9
17_2,01-12-2020,Plastic and Rubber,241.0134,725
17_2,01-12-2020,Pharmaceuticals and Chemicals,226.57,863
14_1,01-12-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.66,6
17_2,01-12-2020,Granite and Stone Crushing,29.48,215
17_2,01-12-2020,Food Processing,111.876,123
23_1,01-12-2020,Paper and Printing,1.8182,17
17_2,01-12-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,10
14_4,01-12-2020,Agro based incl Cold Storages,6.523,25
14_1,01-12-2020,Agro based incl Cold Storages,10.8574,60
14_1,01-12-2020,Electrical and Electronic Products,0.99,20
21_2,01-12-2020,Textiles,0.95,20
17_2,01-12-2020,Engineering,8.0705,261
22_1,01-12-2020,Agro based incl Cold Storages,3.5,9
17_2,01-12-2020,Beverages,272.56,1000
19_3,01-12-2020,Plastic and Rubber,0.25,15
18_1,01-12-2020,Agro based incl Cold Storages,0.24,4
18_1,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,2
18_1,01-12-2020,Engineering,0.1813,7
18_1,01-12-2020,Food Processing,0.6338,34
18_1,01-12-2020,Wood and Leather,0.1531,5
19_3,01-12-2020,Textiles,1.665,0
19_3,01-12-2020,Engineering,0.2226,4
14_3,01-12-2020,Textiles,0.242,5
14_1,01-12-2020,Food Processing,0,20
20_2,01-12-2020,Granite and Stone Crushing,0.5,15
20_2,01-12-2020,Engineering,0.4495,15
20_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.103,2
20_2,01-12-2020,Beverages,0.342,12
20_2,01-12-2020,Agro based incl Cold Storages,1.3835,30
23_3,01-12-2020,Engineering,1.98,39
14_1,01-12-2020,R&D,4.045,50
17_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.2,54
19_3,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.61,73
15_3,01-12-2020,Granite and Stone Crushing,0.2286,16
21_2,01-12-2020,Electrical and Electronic Products,0.2794,5
21_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,46
21_2,01-12-2020,Agro based incl Cold Storages,2.27,30
22_1,01-12-2020,Wood and Leather,0.065,3
22_1,01-12-2020,Food Processing,0.64,10
22_1,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.47,22
21_6,01-12-2020,Plastic and Rubber,0.08,5
19_3,01-12-2020,Beverages,0.25,5
19_4,01-12-2020,Food Processing,0.21,5
22_2,01-12-2020,Agro based incl Cold Storages,0.27,9
22_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,22
22_2,01-12-2020,Engineering,0.13,4
22_2,01-12-2020,Textiles,0.2,8
15_3,01-12-2020,Beverages,2,0
15_3,01-12-2020,Engineering,2.51,40
15_3,01-12-2020,Food Processing,0.2535,14
19_4,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.435,28
19_2,01-12-2020,Engineering,0.08,3
15_1,01-12-2020,Agro based incl Cold Storages,16.97,80
15_1,01-12-2020,Granite and Stone Crushing,0.4,4
20_3,01-12-2020,Wood and Leather,0.1697,8
20_3,01-12-2020,Textiles,0.6152,18
20_3,01-12-2020,Granite and Stone Crushing,0.245,12
20_1,01-12-2020,Beverages,0.1375,6
20_1,01-12-2020,Agro based incl Cold Storages,0.67,22
21_7,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2845,17
20_3,01-12-2020,Food Processing,0.5325,21
21_7,01-12-2020,Food Processing,0.1,4
20_3,01-12-2020,Engineering,0.631,24
20_3,01-12-2020,Agro based incl Cold Storages,0.405,16
21_3,01-12-2020,Agro based incl Cold Storages,0.34,13
15_2,01-12-2020,Agro based incl Cold Storages,0.3925,11
15_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.05,14
15_2,01-12-2020,Electrical and Electronic Products,0.0001,20
15_2,01-12-2020,Engineering,8.4904,225
15_2,01-12-2020,Food Processing,20.0395,306
15_2,01-12-2020,Granite and Stone Crushing,5.0292,19
15_1,01-12-2020,Paper and Printing,80,400
19_2,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.36,30
20_1,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.854,36
20_1,01-12-2020,Engineering,0.8478,32
21_3,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
21_3,01-12-2020,Food Processing,2.03,43
14_5,01-12-2020,Food Processing,2.1301,27
14_5,01-12-2020,Textiles,3.01,20
17_1,01-12-2020,Engineering,2.9275,34
17_3,01-12-2020,Pharmaceuticals and Chemicals,45,100
17_3,01-12-2020,Plastic and Rubber,4.7533,35
19_1,01-12-2020,Food Processing,0.185,5
15_2,01-12-2020,Others,2.44,10
15_1,01-12-2020,Wood and Leather,0.2159,9
15_1,01-12-2020,Pharmaceuticals and Chemicals,1.49,105
17_1,01-12-2020,Food Processing,5.4075,76
17_1,01-12-2020,Pharmaceuticals and Chemicals,2.3022,20
20_1,01-12-2020,Wood and Leather,0.23,12
20_1,01-12-2020,Plastic and Rubber,0.25,10
20_1,01-12-2020,Others,0.2425,8
20_1,01-12-2020,Granite and Stone Crushing,1.2425,58
20_1,01-12-2020,Food Processing,0.13,2
15_1,01-12-2020,Plastic and Rubber,17.3076,135
15_2,01-12-2020,Paper and Printing,1.24,49
23_3,01-12-2020,Pharmaceuticals and Chemicals,1.035,26
15_2,01-12-2020,Plastic and Rubber,4.9524,54
15_2,01-12-2020,Pharmaceuticals and Chemicals,908.7609,423
23_2,01-12-2020,Engineering,0.2755,10
20_4,01-12-2020,Agro based incl Cold Storages,0.065,3
14_2,01-12-2020,Food Processing,1.265,40
20_4,01-12-2020,Beverages,0.26,10
20_4,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.826,35
21_5,01-12-2020,Agro based incl Cold Storages,0.597,17
21_5,01-12-2020,Beverages,0.05,3
15_2,01-12-2020,Wood and Leather,1.1202,24
23_2,01-12-2020,Automobile,1,8
21_5,01-12-2020,Engineering,0.14,8
21_5,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,22
21_5,01-12-2020,Textiles,0.07,3
20_4,01-12-2020,Engineering,0.28,9
15_2,01-12-2020,R&D,8.22,141
15_2,01-12-2020,Textiles,0.75,0
17_2,01-12-2020,Solar and Other Renewable Energy,42.42,9
21_5,01-12-2020,Wood and Leather,0.0835,6
20_4,01-12-2020,Granite and Stone Crushing,0.235,10
15_2,01-01-2021,Granite and Stone Crushing,0.25,5
20_1,01-01-2021,Agro based incl Cold Storages,0.81,28
20_3,01-01-2021,Agro based incl Cold Storages,1.725,63
19_1,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,5
20_2,01-01-2021,Agro based incl Cold Storages,2.5765,60
15_3,01-01-2021,Granite and Stone Crushing,0.3995,23
15_2,01-01-2021,Others,13.0719,610
15_2,01-01-2021,Paper and Printing,0.48,32
15_2,01-01-2021,Pharmaceuticals and Chemicals,6.114,145
15_2,01-01-2021,Plastic and Rubber,7.924,110
15_2,01-01-2021,R&D,1.65,20
14_1,01-01-2021,Pharmaceuticals and Chemicals,0.64,21
23_2,01-01-2021,Plastic and Rubber,0.3,9
15_2,01-01-2021,Food Processing,11.3099,80
20_3,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,34
19_1,01-01-2021,Food Processing,0.04,2
19_1,01-01-2021,Pharmaceuticals and Chemicals,0.06,4
20_3,01-01-2021,Engineering,0.19,6
18_2,01-01-2021,Engineering,0.09,5
20_3,01-01-2021,Textiles,0.4125,18
19_3,01-01-2021,Food Processing,0.56,33
23_2,01-01-2021,Textiles,0.25,10
19_3,01-01-2021,Engineering,0.03,2
15_2,01-01-2021,Engineering,17.6292,317
19_3,01-01-2021,Electrical and Electronic Products,0.25,6
19_3,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.88,41
20_3,01-01-2021,Wood and Leather,0.15,6
18_2,01-01-2021,Agro based incl Cold Storages,5.32,27
18_2,01-01-2021,Food Processing,4.6475,40
15_2,01-01-2021,Electrical and Electronic Products,15.995,134
21_5,01-01-2021,Agro based incl Cold Storages,0.51,9
20_2,01-01-2021,Beverages,0.249,8
21_5,01-01-2021,Pharmaceuticals and Chemicals,0.612,8
17_2,01-01-2021,Wood and Leather,1.95,6
21_5,01-01-2021,Wood and Leather,0.06,3
22_1,01-01-2021,Paper and Printing,0.1194,4
22_1,01-01-2021,Pharmaceuticals and Chemicals,0.25,6
22_1,01-01-2021,Wood and Leather,0.05,3
20_4,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,12
20_4,01-01-2021,Engineering,0.05,4
17_2,01-01-2021,Plastic and Rubber,0.86,10
14_1,01-01-2021,Others,0.25,25
20_4,01-01-2021,Food Processing,1.0706,14
14_2,01-01-2021,Textiles,1.33,9
23_3,01-01-2021,Agro based incl Cold Storages,0.62,17
23_3,01-01-2021,Electrical and Electronic Products,0.9648,10
23_3,01-01-2021,Granite and Stone Crushing,0.751,9
23_3,01-01-2021,Pharmaceuticals and Chemicals,42.6989,250
23_3,01-01-2021,Textiles,4.95,12
14_1,01-01-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.8,10
22_1,01-01-2021,Granite and Stone Crushing,2.48,36
22_1,01-01-2021,Food Processing,11.9505,28
23_2,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9783,20
15_2,01-01-2021,Solar and Other Renewable Energy,0.48,110
17_2,01-01-2021,Beverages,2.21,20
15_2,01-01-2021,Textiles,12.993,100
20_2,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.745,30
